ID	Name	Definition	Synonyms	URI	is obsolete
CL_0000856	neuromast hair cell	Neuromast hair cell is a hair cell that acts as a sensory receptor of the neuromast; it is morphologically polarized as a result of the relative position of the single kinocilium and the clusters of stereocilia on its apical surface.		http://purl.obolibrary.org/obo/CL_0000856	false
CL_0000945	lymphocyte of B lineage	A lymphocyte of B lineage with the commitment to express an immunoglobulin complex.		http://purl.obolibrary.org/obo/CL_0000945	false
CL_0001031	cerebellar granule cell	Granule cell that is part of the cerebellum.		http://purl.obolibrary.org/obo/CL_0001031	false
CL_0001032	cortical granule cell	Granule cell that is part of the cerebral cortex.		http://purl.obolibrary.org/obo/CL_0001032	false
CL_0001033	hippocampal granule cell	Granule cell that is part of the hippocampus.		http://purl.obolibrary.org/obo/CL_0001033	false
CL_0002069	type II vestibular sensory cell	Mostly cylindrical, resemble Type 1 in their contents and the presence of a kinocilium and stereocilium apically; much greater variation in size, some almost span the entire thickness of the sensory epithelium, while others are smaller than Type 1; receive multiple efferent nerve boutons around their bases as well as afferent endings, which are small expansions rather than chalices.	type 2 vestibular sensory cell,type II hair cell,type 2 vestibular hair cell	http://purl.obolibrary.org/obo/CL_0002069	false
CL_0002070	type I vestibular sensory cell	Bottle-shaped with narrow neck; broad, rounded basal portion where nucleus is located; stereocilia and a single kinocilium is present apically; receive nerve bouton at their base from an afferent cup-shaped (chalice or calyx) nerve ending.	type 1 vestibular sensory cell,type I hair cell,type 1 vestibular hair cell	http://purl.obolibrary.org/obo/CL_0002070	false
CL_0002285	type III taste bud cell	A taste receptor cell that is characterized by morphologically identifiable synaptic contacts with the gustatory nerve fibers and expression of the synaptic membrane protein-25 (SNAP-25) and NCAM.	type 3 taste cell,taste bud basal cell	http://purl.obolibrary.org/obo/CL_0002285	false
CL_0002286	type II taste cell	A taste receptor cell that has a short microvilli, a projecting apical region, a large rounded nucleus, and expresses taste chemoreceptors thus making them the transducing cell for taste qualities.	type 2 taste cell	http://purl.obolibrary.org/obo/CL_0002286	false
CL_0002287	type IV taste receptor cell	A rounded, mitotically active stem cell which is the source of new cells of the taste bud; located basally.	type 4 taste cell,taste bud basal cell	http://purl.obolibrary.org/obo/CL_0002287	false
CL_0002288	type V taste receptor cell	A cell type that forms the boundary with the surrounding epithelium.		http://purl.obolibrary.org/obo/CL_0002288	false
CL_0002289	type I taste bud cell	A densely staining taste receptor cell that contains many dense vacuoles in their apical regions which project into the apical space and bear microvilli. This cell type serves as a supporting cell by surrounding and isolating the other cell types from each other; secrete a dense amorphous material that surrounds the microvilli in the taste pore. This cell type expresses a glial glutumate transporter, GLAST.	type taste 1 cell,dark tongue cell,type I taste cell	http://purl.obolibrary.org/obo/CL_0002289	false
CL_0002322	embryonic stem cell	A stem cell of embryonic origin.	ESC	http://purl.obolibrary.org/obo/CL_0002322	false
CL_0002374	ear hair cell	A hair cell of the ear that contains the organs of balance and hearing.	ear receptor cell	http://purl.obolibrary.org/obo/CL_0002374	false
CL_0002375	Schwann cell precursor	A giioblast cell that develops from a migratory neural crest cell. The SCP is embedded among neurons (axons) with minimal extracellular spaces separating them from nerve cell membranes and has no basal lamina. In rodents SCPs are the only cells in the Schwann cell linage that expresses Cdh19.	Schwann cell precursor cell	http://purl.obolibrary.org/obo/CL_0002375	false
CL_0002450	tether cell	A specialized hair cell that has an elongated kinocilium upon which an otolith accretes. The tether cell then anchors the otolith in place.		http://purl.obolibrary.org/obo/CL_0002450	false
CL_0002487	cutaneous/subcutaneous mechanoreceptor cell	A neuronal receptor that respond to mechanical pressure or distortion in the skin.		http://purl.obolibrary.org/obo/CL_0002487	false
CL_0002573	Schwann cell	A glial cell that ensheathes axons of neuron in the peripheral nervous system and are necessary for their maintainance and function.		http://purl.obolibrary.org/obo/CL_0002573	false
CL_0002608	hippocampal neuron	A neuron of the hippocampus.		http://purl.obolibrary.org/obo/CL_0002608	false
CL_0002609	neuron of cerebral cortex	A CNS neuron of the cerebral cortex.	cortical neuron	http://purl.obolibrary.org/obo/CL_0002609	false
CL_0002610	raphe nuclei neuron	A neuron of the raphe nuclei.		http://purl.obolibrary.org/obo/CL_0002610	false
CL_0002611	neuron of the dorsal spinal cord	A CNS neuron of the dorsal spinal cord.		http://purl.obolibrary.org/obo/CL_0002611	false
CL_0002612	neuron of the ventral spinal cord	A neuron of the ventral spinal cord.		http://purl.obolibrary.org/obo/CL_0002612	false
CL_0002613	striatum neuron	A neuron of the striatum.		http://purl.obolibrary.org/obo/CL_0002613	false
CL_0002614	neuron of the substantia nigra	A neuron of the substantia nigra.		http://purl.obolibrary.org/obo/CL_0002614	false
CL_0002628	immature microglial cell	An immature microglial cell with a ramified morphology.	resting microglia,immature microglia,quiescent microglia	http://purl.obolibrary.org/obo/CL_0002628	false
CL_0002629	mature microglial cell	A mature microglial cell that has changed shape to an amoeboid morphology and is capable of cytokine production and antigen presentation.	activated microglia,reactive microglia,mature microglia	http://purl.obolibrary.org/obo/CL_0002629	false
CL_0005000	spinal cord interneuron	A CNS interneuron located in the spinal cord.		http://purl.obolibrary.org/obo/CL_0005000	false
CL_0005007	Kolmer-Agduhr neuron	Kolmer-Agduhr neurons are ciliated GABAergic neurons that contact the central canal of the spinal cord and have ipsilateral ascending axons.	KA neuron,Kolmer-Agduhr cell,KA interneuron,KA cell	http://purl.obolibrary.org/obo/CL_0005007	false
CL_0005008	macular hair cell	An auditory hair cell located in the macula that is sensitive to auditory stimuli.		http://purl.obolibrary.org/obo/CL_0005008	false
CL_0005023	branchiomotor neuron	Cranial motor neuron which innervates muscles derived from the branchial (pharyngeal) arches.	special visceral motor neuron,branchi motor neuron	http://purl.obolibrary.org/obo/CL_0005023	false
CL_0005024	somatomotor neuron	A motor neuron that innervates a skeletal muscle.  These motor neurons are all excitatory and cholinergic.	somatic motor neuron	http://purl.obolibrary.org/obo/CL_0005024	false
CL_0005025	visceromotor neuron	A motor neuron that synapses to parasympathetic neurons that innervate tear glands, sweat glands, and the smooth muscles and glands of the pulmonary, cardiovascular, and gastrointestinal systems.	general visceral motor neuron	http://purl.obolibrary.org/obo/CL_0005025	false
CL_0007011	enteric neuron	Neuron that is part of the enteric nervous system.		http://purl.obolibrary.org/obo/CL_0007011	false
CL_0007017	Stiftchenzellen	An epidermal cell with apical microvilli or a single apical projection have synaptic associations with nerve fibres in the epidermis.		http://purl.obolibrary.org/obo/CL_0007017	false
CL_0008010	cranial somatomotor neuron	A cranial motor neuron whose soma is located in the midbrain andor hindbrain and which innervates the skeletal muscles of the eye or tongue.		http://purl.obolibrary.org/obo/CL_0008010	false
CL_0008013	cranial visceromotor neuron	A visceromotor motor neuron whose soma is located in the hindbrain, and which synapses to parasympathetic neurons that innervate tear glands, sweat glands, and the smooth muscles of the head.		http://purl.obolibrary.org/obo/CL_0008013	false
CL_0008015	inhibitory motor neuron	A motor neuron that is capable of directly inhibiting muscle contraction.		http://purl.obolibrary.org/obo/CL_0008015	false
CL_0008021	anterior lateral line ganglion neuron			http://purl.obolibrary.org/obo/CL_0008021	false
CL_0008025	noradrenergic neuron	A neuron that release noradrenaline (noriphinephrine) as a neurotransmitter.		http://purl.obolibrary.org/obo/CL_0008025	false
CL_0008027	rod bipolar cell (sensu Mus)	A bipolar neuron found in the retina that is synapsed by rod photoreceptor cells.  These neurons have axons that arborize and synapse to targets in inner plexiform layers 4 and 5 and depolarize in response to light.		http://purl.obolibrary.org/obo/CL_0008027	false
CL_0008028	visual system neuron			http://purl.obolibrary.org/obo/CL_0008028	false
CL_0008029	inhibitory neuron			http://purl.obolibrary.org/obo/CL_0008029	false
CL_0008030	excitatory neuron			http://purl.obolibrary.org/obo/CL_0008030	false
CL_0008031	cortical interneuron			http://purl.obolibrary.org/obo/CL_0008031	false
CL_0008032	rosehip neuron			http://purl.obolibrary.org/obo/CL_0008032	false
CL_0008037	gamma motor neuron	A lower motor neuron that innervates only intrafusal muscle fibers. Unlike the alpha motor neurons, gamma motor neurons do not directly adjust the lengthening or shortening of muscles but function in adjusting the sensitivity of muscle spindles and in keeping muscle spindles taut, thereby allowing the continued firing of alpha neurons.		http://purl.obolibrary.org/obo/CL_0008037	false
CL_0008038	alpha motor neuron	A large, multipolar lower motor neuron of the brainstem and spinal cord that innervates the extrafusal muscle fibers of skeletal muscle and are directly responsible for initiating their contraction. While their cell bodies are in the CNS (in the anterior gray horn of the spinal cord), they are part of the somatic nervous system - a branch of the PNS.	alpha motoneuron	http://purl.obolibrary.org/obo/CL_0008038	false
CL_0008039	lower motor neuron	The motor neurons of vertebrates that directly innervate skeletal muscles. They receive input from upper motor neurons.		http://purl.obolibrary.org/obo/CL_0008039	false
CL_0009000	sensory neuron of spinal nerve	A sensory neuron of the spinal nerve that senses body position and sends information about how much the muscle is stretched to the spinal cord.	spinal sensory neuron	http://purl.obolibrary.org/obo/CL_0009000	false
CL_0010009	camera-type eye photoreceptor cell		camera type eye photoreceptor cell	http://purl.obolibrary.org/obo/CL_0010009	false
CL_0010010	cerebellar stellate cell			http://purl.obolibrary.org/obo/CL_0010010	false
CL_0010011	cerebral cortex GABAergic interneuron	A GABAergic interneuron whose soma is located in the cerebral cortex.		http://purl.obolibrary.org/obo/CL_0010011	false
CL_0010012	cerebral cortex neuron	A neuron that is part_of a cerebral cortex.		http://purl.obolibrary.org/obo/CL_0010012	false
CL_0010022	cardiac neuron			http://purl.obolibrary.org/obo/CL_0010022	false
CL_0011000	dorsal horn interneuron	A CNS interneuron located in the dorsal horn of the spinal cord.	dorsal spinal cord interneuron	http://purl.obolibrary.org/obo/CL_0011000	false
CL_0011001	spinal cord motor neuron	A motor neuron that passes from the spinal cord toward or to a muscle and conducts an impulse that causes movement.		http://purl.obolibrary.org/obo/CL_0011001	false
CL_0011002	lateral motor column neuron	A motor neuron that is generated only on limb levels and send axons into the limb mesenchyme.		http://purl.obolibrary.org/obo/CL_0011002	false
CL_0011003	magnocellular neurosecretory cell (duplicate class)	A neurosecretory neuron residing mainly in the hypothalamic supraoptic and paraventricular nuclei and in a number of smaller accessory cell groups between these two nuclei, that secretes the hormones oxytocin and vasopressin.	magnocellular neuron	http://purl.obolibrary.org/obo/CL_0011003	false
CL_0011005	GABAergic interneuron	An interneuron that uses GABA as a vesicular neurotransmitter.  These interneurons are inhibitory	GABAergic inhibitory interneuron	http://purl.obolibrary.org/obo/CL_0011005	false
CL_0011006	Lugaro cell	An inhibitory GABAergic interneuron found in the cerebellar cortex.		http://purl.obolibrary.org/obo/CL_0011006	false
CL_0011100	galanergic neuron	Neuron that secretes the neurotransmitter galanin.		http://purl.obolibrary.org/obo/CL_0011100	false
CL_0011102	parasympathetic neuron	Parasympathetic neurons are part of the parasympathetic nervous sysem and the cell bodies lie in the brain and sacral region of the spinal cord. The neurons are mainly cholinergic.		http://purl.obolibrary.org/obo/CL_0011102	false
